dataset,oa,aa,k,target_size,algorithm,time,selected_features,selected_weights
salinas,0.917,0.956,0.956,26,bsnet,0.0,3|7|27|56|69|70|75|78|87|96|99|108|109|111|117|146|151|160|166|167|171|188|189|190|193|199,0.49180230498313904|0.4967026114463806|0.5366921424865723|0.527495265007019|0.4966384768486023|0.42857199907302856|0.4797157645225525|0.44416534900665283|0.4647535979747772|0.502025842666626|0.48511970043182373|0.534290075302124|0.4110471308231354|0.4736645817756653|0.5013694763183594|0.5121592879295349|0.5650373101234436|0.45109862089157104|0.4306740462779999|0.5683741569519043|0.46470046043395996|0.44343364238739014|0.4766467809677124|0.461988627910614|0.5015236735343933|0.4618075489997864
salinas,0.919,0.956,0.956,27,bsnet,0.0,3|7|27|29|56|69|70|75|78|87|96|99|108|109|111|117|146|151|160|166|167|171|188|189|190|193|199,0.49180230498313904|0.4967026114463806|0.5366921424865723|0.5064343214035034|0.527495265007019|0.4966384768486023|0.42857199907302856|0.4797157645225525|0.44416534900665283|0.4647535979747772|0.502025842666626|0.48511970043182373|0.534290075302124|0.4110471308231354|0.4736645817756653|0.5013694763183594|0.5121592879295349|0.5650373101234436|0.45109862089157104|0.4306740462779999|0.5683741569519043|0.46470046043395996|0.44343364238739014|0.4766467809677124|0.461988627910614|0.5015236735343933|0.4618075489997864
salinas,0.921,0.958,0.958,29,bsnet,0.0,3|7|27|28|29|46|56|69|70|75|78|87|96|99|108|109|111|117|146|151|160|166|167|171|188|189|190|193|199,0.49180230498313904|0.4967026114463806|0.5366921424865723|0.551460325717926|0.5064343214035034|0.5472939610481262|0.527495265007019|0.4966384768486023|0.42857199907302856|0.4797157645225525|0.44416534900665283|0.4647535979747772|0.502025842666626|0.48511970043182373|0.534290075302124|0.4110471308231354|0.4736645817756653|0.5013694763183594|0.5121592879295349|0.5650373101234436|0.45109862089157104|0.4306740462779999|0.5683741569519043|0.46470046043395996|0.44343364238739014|0.4766467809677124|0.461988627910614|0.5015236735343933|0.4618075489997864
salinas,0.885,0.935,0.935,13,v0,0.0,8|9|16|28|33|113|137|138|146|151|154|155|202,0.773542582988739|0.6387662887573242|0.8202642202377319|0.8955081105232239|0.30534905195236206|0.2100008726119995|0.44289475679397583|0.4034569561481476|0.2678124010562897|0.11219345778226852|0.5826449394226074|0.8441182374954224|0.04126131162047386
salinas,0.903,0.951,0.951,23,v0,0.0,2|6|8|9|16|20|28|33|109|113|115|119|137|138|145|146|151|153|154|155|173|187|202,0.33753353357315063|0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.15995974838733673|0.8955081105232239|0.30534905195236206|0.499439001083374|0.2100008726119995|0.881369411945343|0.531939685344696|0.44289475679397583|0.4034569561481476|0.698348879814148|0.2678124010562897|0.11219345778226852|0.49112609028816223|0.5826449394226074|0.8441182374954224|0.7808964252471924|0.5523574352264404|0.04126131162047386
salinas,0.904,0.951,0.951,22,v0,0.0,2|6|8|9|16|20|28|33|113|115|119|137|138|145|146|151|153|154|155|173|187|202,0.33753353357315063|0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.15995974838733673|0.8955081105232239|0.30534905195236206|0.2100008726119995|0.881369411945343|0.531939685344696|0.44289475679397583|0.4034569561481476|0.698348879814148|0.2678124010562897|0.11219345778226852|0.49112609028816223|0.5826449394226074|0.8441182374954224|0.7808964252471924|0.5523574352264404|0.04126131162047386
salinas,0.902,0.949,0.949,21,v0,0.0,2|6|8|9|16|20|28|33|113|115|137|138|145|146|151|153|154|155|173|187|202,0.33753353357315063|0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.15995974838733673|0.8955081105232239|0.30534905195236206|0.2100008726119995|0.881369411945343|0.44289475679397583|0.4034569561481476|0.698348879814148|0.2678124010562897|0.11219345778226852|0.49112609028816223|0.5826449394226074|0.8441182374954224|0.7808964252471924|0.5523574352264404|0.04126131162047386
salinas,0.901,0.948,0.948,20,v0,0.0,2|6|8|9|16|20|28|33|113|115|137|138|145|146|151|153|154|155|187|202,0.33753353357315063|0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.15995974838733673|0.8955081105232239|0.30534905195236206|0.2100008726119995|0.881369411945343|0.44289475679397583|0.4034569561481476|0.698348879814148|0.2678124010562897|0.11219345778226852|0.49112609028816223|0.5826449394226074|0.8441182374954224|0.5523574352264404|0.04126131162047386
salinas,0.902,0.949,0.949,19,v0,0.0,6|8|9|16|20|28|33|113|115|137|138|145|146|151|153|154|155|187|202,0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.15995974838733673|0.8955081105232239|0.30534905195236206|0.2100008726119995|0.881369411945343|0.44289475679397583|0.4034569561481476|0.698348879814148|0.2678124010562897|0.11219345778226852|0.49112609028816223|0.5826449394226074|0.8441182374954224|0.5523574352264404|0.04126131162047386
salinas,0.901,0.948,0.948,18,v0,0.0,6|8|9|16|20|28|33|113|115|137|138|146|151|153|154|155|187|202,0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.15995974838733673|0.8955081105232239|0.30534905195236206|0.2100008726119995|0.881369411945343|0.44289475679397583|0.4034569561481476|0.2678124010562897|0.11219345778226852|0.49112609028816223|0.5826449394226074|0.8441182374954224|0.5523574352264404|0.04126131162047386
salinas,0.898,0.945,0.945,17,v0,0.0,6|8|9|16|28|33|113|115|137|138|146|151|153|154|155|187|202,0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.8955081105232239|0.30534905195236206|0.2100008726119995|0.881369411945343|0.44289475679397583|0.4034569561481476|0.2678124010562897|0.11219345778226852|0.49112609028816223|0.5826449394226074|0.8441182374954224|0.5523574352264404|0.04126131162047386
salinas,0.894,0.942,0.942,16,v0,0.0,6|8|9|16|28|33|113|137|138|146|151|153|154|155|187|202,0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.8955081105232239|0.30534905195236206|0.2100008726119995|0.44289475679397583|0.4034569561481476|0.2678124010562897|0.11219345778226852|0.49112609028816223|0.5826449394226074|0.8441182374954224|0.5523574352264404|0.04126131162047386
salinas,0.894,0.942,0.942,15,v0,0.0,6|8|9|16|28|33|113|137|138|146|151|154|155|187|202,0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.8955081105232239|0.30534905195236206|0.2100008726119995|0.44289475679397583|0.4034569561481476|0.2678124010562897|0.11219345778226852|0.5826449394226074|0.8441182374954224|0.5523574352264404|0.04126131162047386
salinas,0.886,0.936,0.936,14,v0,0.0,6|8|9|16|28|33|113|137|138|146|151|154|155|202,0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.8955081105232239|0.30534905195236206|0.2100008726119995|0.44289475679397583|0.4034569561481476|0.2678124010562897|0.11219345778226852|0.5826449394226074|0.8441182374954224|0.04126131162047386
salinas,0.911,0.955,0.955,26,v0,0.0,2|6|8|9|16|20|28|33|67|109|113|115|119|133|137|138|145|146|151|153|154|155|173|181|187|202,0.33753353357315063|0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.15995974838733673|0.8955081105232239|0.30534905195236206|0.6409858465194702|0.499439001083374|0.2100008726119995|0.881369411945343|0.531939685344696|0.7284239530563354|0.44289475679397583|0.4034569561481476|0.698348879814148|0.2678124010562897|0.11219345778226852|0.49112609028816223|0.5826449394226074|0.8441182374954224|0.7808964252471924|0.555620014667511|0.5523574352264404|0.04126131162047386
salinas,0.907,0.953,0.953,25,v0,0.0,2|6|8|9|16|20|28|33|109|113|115|119|133|137|138|145|146|151|153|154|155|173|181|187|202,0.33753353357315063|0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.15995974838733673|0.8955081105232239|0.30534905195236206|0.499439001083374|0.2100008726119995|0.881369411945343|0.531939685344696|0.7284239530563354|0.44289475679397583|0.4034569561481476|0.698348879814148|0.2678124010562897|0.11219345778226852|0.49112609028816223|0.5826449394226074|0.8441182374954224|0.7808964252471924|0.555620014667511|0.5523574352264404|0.04126131162047386
salinas,0.913,0.956,0.956,28,v0,0.0,2|6|8|9|16|20|28|33|67|109|113|115|119|133|137|138|145|146|151|153|154|155|162|173|175|181|187|202,0.33753353357315063|0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.15995974838733673|0.8955081105232239|0.30534905195236206|0.6409858465194702|0.499439001083374|0.2100008726119995|0.881369411945343|0.531939685344696|0.7284239530563354|0.44289475679397583|0.4034569561481476|0.698348879814148|0.2678124010562897|0.11219345778226852|0.49112609028816223|0.5826449394226074|0.8441182374954224|0.5866432189941406|0.7808964252471924|0.4954647123813629|0.555620014667511|0.5523574352264404|0.04126131162047386
salinas,0.914,0.957,0.957,29,v0,0.0,2|6|8|9|16|20|23|28|33|67|109|113|115|119|133|137|138|145|146|151|153|154|155|162|173|175|181|187|202,0.33753353357315063|0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.15995974838733673|0.8598015904426575|0.8955081105232239|0.30534905195236206|0.6409858465194702|0.499439001083374|0.2100008726119995|0.881369411945343|0.531939685344696|0.7284239530563354|0.44289475679397583|0.4034569561481476|0.698348879814148|0.2678124010562897|0.11219345778226852|0.49112609028816223|0.5826449394226074|0.8441182374954224|0.5866432189941406|0.7808964252471924|0.4954647123813629|0.555620014667511|0.5523574352264404|0.04126131162047386
salinas,0.914,0.957,0.957,30,v0,3276.822,2|6|8|9|16|20|23|28|33|67|108|109|113|115|119|133|137|138|145|146|151|153|154|155|162|173|175|181|187|202,0.33753353357315063|0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.15995974838733673|0.8598015904426575|0.8955081105232239|0.30534905195236206|0.6409858465194702|0.3748655617237091|0.499439001083374|0.2100008726119995|0.881369411945343|0.531939685344696|0.7284239530563354|0.44289475679397583|0.4034569561481476|0.698348879814148|0.2678124010562897|0.11219345778226852|0.49112609028816223|0.5826449394226074|0.8441182374954224|0.5866432189941406|0.7808964252471924|0.4954647123813629|0.555620014667511|0.5523574352264404|0.04126131162047386
salinas,0.913,0.956,0.956,27,v0,0.0,2|6|8|9|16|20|28|33|67|109|113|115|119|133|137|138|145|146|151|153|154|155|162|173|181|187|202,0.33753353357315063|0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.15995974838733673|0.8955081105232239|0.30534905195236206|0.6409858465194702|0.499439001083374|0.2100008726119995|0.881369411945343|0.531939685344696|0.7284239530563354|0.44289475679397583|0.4034569561481476|0.698348879814148|0.2678124010562897|0.11219345778226852|0.49112609028816223|0.5826449394226074|0.8441182374954224|0.5866432189941406|0.7808964252471924|0.555620014667511|0.5523574352264404|0.04126131162047386
salinas,0.875,0.928,0.928,8,v0,0.0,8|16|33|113|146|151|154|202,0.773542582988739|0.8202642202377319|0.30534905195236206|0.2100008726119995|0.2678124010562897|0.11219345778226852|0.5826449394226074|0.04126131162047386
salinas,0.876,0.929,0.929,10,v0,0.0,8|16|28|33|113|146|151|154|155|202,0.773542582988739|0.8202642202377319|0.8955081105232239|0.30534905195236206|0.2100008726119995|0.2678124010562897|0.11219345778226852|0.5826449394226074|0.8441182374954224|0.04126131162047386
salinas,0.876,0.928,0.928,9,v0,0.0,8|16|28|33|113|146|151|154|202,0.773542582988739|0.8202642202377319|0.8955081105232239|0.30534905195236206|0.2100008726119995|0.2678124010562897|0.11219345778226852|0.5826449394226074|0.04126131162047386
salinas,0.885,0.935,0.935,12,v0,0.0,8|9|16|28|33|113|137|146|151|154|155|202,0.773542582988739|0.6387662887573242|0.8202642202377319|0.8955081105232239|0.30534905195236206|0.2100008726119995|0.44289475679397583|0.2678124010562897|0.11219345778226852|0.5826449394226074|0.8441182374954224|0.04126131162047386
salinas,0.877,0.93,0.93,11,v0,0.0,8|9|16|28|33|113|146|151|154|155|202,0.773542582988739|0.6387662887573242|0.8202642202377319|0.8955081105232239|0.30534905195236206|0.2100008726119995|0.2678124010562897|0.11219345778226852|0.5826449394226074|0.8441182374954224|0.04126131162047386
salinas,0.905,0.952,0.952,24,v0,0.0,2|6|8|9|16|20|28|33|109|113|115|119|133|137|138|145|146|151|153|154|155|173|187|202,0.33753353357315063|0.5743391513824463|0.773542582988739|0.6387662887573242|0.8202642202377319|0.15995974838733673|0.8955081105232239|0.30534905195236206|0.499439001083374|0.2100008726119995|0.881369411945343|0.531939685344696|0.7284239530563354|0.44289475679397583|0.4034569561481476|0.698348879814148|0.2678124010562897|0.11219345778226852|0.49112609028816223|0.5826449394226074|0.8441182374954224|0.7808964252471924|0.5523574352264404|0.04126131162047386
salinas,0.857,0.904,0.904,6,v0,0.0,8|33|113|151|154|202,0.773542582988739|0.30534905195236206|0.2100008726119995|0.11219345778226852|0.5826449394226074|0.04126131162047386
salinas,0.873,0.925,0.925,7,v0,0.0,8|16|33|113|151|154|202,0.773542582988739|0.8202642202377319|0.30534905195236206|0.2100008726119995|0.11219345778226852|0.5826449394226074|0.04126131162047386
salinas,0.854,0.9,0.9,5,v0,0.0,8|33|113|151|202,0.773542582988739|0.30534905195236206|0.2100008726119995|0.11219345778226852|0.04126131162047386
salinas,0.895,0.935,0.935,10,v1,0.0,4|5|11|30|34|38|80|99|107|108,0.9997462034225464|0.9997297525405884|0.6882270574569702|5.445215833788097e-09|8.911255067189927e-10|1.1342913275314004e-09|9.048995996963072e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015
salinas,0.909,0.948,0.948,12,v1,0.0,4|5|11|20|30|34|38|80|99|107|108|130,0.9997462034225464|0.9997297525405884|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|1.1342913275314004e-09|9.048995996963072e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.934599395767236e-09
salinas,0.909,0.948,0.948,13,v1,0.0,4|5|11|20|30|34|38|80|99|107|108|109|130,0.9997462034225464|0.9997297525405884|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|1.1342913275314004e-09|9.048995996963072e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|4.934599395767236e-09
salinas,0.911,0.95,0.95,14,v1,0.0,4|5|11|20|30|34|38|60|80|99|107|108|109|130,0.9997462034225464|0.9997297525405884|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|4.934599395767236e-09
salinas,0.905,0.943,0.943,11,v1,0.0,4|5|11|30|34|38|80|99|107|108|130,0.9997462034225464|0.9997297525405884|0.6882270574569702|5.445215833788097e-09|8.911255067189927e-10|1.1342913275314004e-09|9.048995996963072e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.934599395767236e-09
salinas,0.884,0.925,0.925,8,v1,0.0,4|5|11|34|38|99|107|108,0.9997462034225464|0.9997297525405884|0.6882270574569702|8.911255067189927e-10|1.1342913275314004e-09|3.055032060661489e-10|0.011142401024699211|0.6259748339653015
salinas,0.892,0.934,0.934,9,v1,0.0,4|5|11|34|38|80|99|107|108,0.9997462034225464|0.9997297525405884|0.6882270574569702|8.911255067189927e-10|1.1342913275314004e-09|9.048995996963072e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015
salinas,0.92,0.958,0.958,18,v1,0.0,4|5|11|20|30|34|38|60|80|95|99|107|108|109|112|130|151|152,0.9997462034225464|0.9997297525405884|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|9.712624038371587e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|9.35051341910409e-11|4.934599395767236e-09|9.270822332041462e-09|1.2431853324557096e-09
salinas,0.92,0.958,0.958,19,v1,0.0,4|5|11|20|30|34|38|60|80|95|99|107|108|109|112|130|133|151|152,0.9997462034225464|0.9997297525405884|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|9.712624038371587e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|9.35051341910409e-11|4.934599395767236e-09|0.0030828656163066626|9.270822332041462e-09|1.2431853324557096e-09
salinas,0.921,0.959,0.959,20,v1,0.0,4|5|11|20|30|34|38|60|80|95|99|107|108|109|110|112|130|133|151|152,0.9997462034225464|0.9997297525405884|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|9.712624038371587e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|0.00782186072319746|9.35051341910409e-11|4.934599395767236e-09|0.0030828656163066626|9.270822332041462e-09|1.2431853324557096e-09
salinas,0.924,0.961,0.961,21,v1,0.0,4|5|11|20|30|34|38|60|80|95|99|107|108|109|110|112|130|133|151|152|166,0.9997462034225464|0.9997297525405884|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|9.712624038371587e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|0.00782186072319746|9.35051341910409e-11|4.934599395767236e-09|0.0030828656163066626|9.270822332041462e-09|1.2431853324557096e-09|0.9834826588630676
salinas,0.925,0.962,0.962,22,v1,0.0,4|5|11|20|30|34|35|38|60|80|95|99|107|108|109|110|112|130|133|151|152|166,0.9997462034225464|0.9997297525405884|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|7.663083670195192e-05|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|9.712624038371587e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|0.00782186072319746|9.35051341910409e-11|4.934599395767236e-09|0.0030828656163066626|9.270822332041462e-09|1.2431853324557096e-09|0.9834826588630676
salinas,0.926,0.962,0.962,23,v1,0.0,4|5|11|20|30|34|35|37|38|60|80|95|99|107|108|109|110|112|130|133|151|152|166,0.9997462034225464|0.9997297525405884|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|7.663083670195192e-05|7.614223918039897e-09|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|9.712624038371587e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|0.00782186072319746|9.35051341910409e-11|4.934599395767236e-09|0.0030828656163066626|9.270822332041462e-09|1.2431853324557096e-09|0.9834826588630676
salinas,0.926,0.962,0.962,24,v1,0.0,4|5|11|20|30|34|35|37|38|60|80|95|99|107|108|109|110|111|112|130|133|151|152|166,0.9997462034225464|0.9997297525405884|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|7.663083670195192e-05|7.614223918039897e-09|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|9.712624038371587e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|0.00782186072319746|4.1178935816788e-09|9.35051341910409e-11|4.934599395767236e-09|0.0030828656163066626|9.270822332041462e-09|1.2431853324557096e-09|0.9834826588630676
salinas,0.925,0.962,0.962,25,v1,0.0,3|4|5|11|20|30|34|35|37|38|60|80|95|99|107|108|109|110|111|112|130|133|151|152|166,6.485911807629918e-09|0.9997462034225464|0.9997297525405884|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|7.663083670195192e-05|7.614223918039897e-09|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|9.712624038371587e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|0.00782186072319746|4.1178935816788e-09|9.35051341910409e-11|4.934599395767236e-09|0.0030828656163066626|9.270822332041462e-09|1.2431853324557096e-09|0.9834826588630676
salinas,0.926,0.962,0.962,26,v1,0.0,3|4|5|11|20|30|34|35|37|38|60|80|93|95|99|107|108|109|110|111|112|130|133|151|152|166,6.485911807629918e-09|0.9997462034225464|0.9997297525405884|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|7.663083670195192e-05|7.614223918039897e-09|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|7.493604847752522e-09|9.712624038371587e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|0.00782186072319746|4.1178935816788e-09|9.35051341910409e-11|4.934599395767236e-09|0.0030828656163066626|9.270822332041462e-09|1.2431853324557096e-09|0.9834826588630676
salinas,0.925,0.962,0.962,27,v1,0.0,3|4|5|6|11|20|30|34|35|37|38|60|80|93|95|99|107|108|109|110|111|112|130|133|151|152|166,6.485911807629918e-09|0.9997462034225464|0.9997297525405884|8.675216101039496e-09|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|7.663083670195192e-05|7.614223918039897e-09|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|7.493604847752522e-09|9.712624038371587e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|0.00782186072319746|4.1178935816788e-09|9.35051341910409e-11|4.934599395767236e-09|0.0030828656163066626|9.270822332041462e-09|1.2431853324557096e-09|0.9834826588630676
salinas,0.926,0.963,0.963,28,v1,0.0,3|4|5|6|11|20|30|34|35|37|38|60|80|93|95|99|107|108|109|110|111|112|130|133|148|151|152|166,6.485911807629918e-09|0.9997462034225464|0.9997297525405884|8.675216101039496e-09|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|7.663083670195192e-05|7.614223918039897e-09|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|7.493604847752522e-09|9.712624038371587e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|0.00782186072319746|4.1178935816788e-09|9.35051341910409e-11|4.934599395767236e-09|0.0030828656163066626|8.413698182607732e-09|9.270822332041462e-09|1.2431853324557096e-09|0.9834826588630676
salinas,0.927,0.963,0.963,29,v1,0.0,3|4|5|6|11|20|30|34|35|37|38|60|80|82|93|95|99|107|108|109|110|111|112|130|133|148|151|152|166,6.485911807629918e-09|0.9997462034225464|0.9997297525405884|8.675216101039496e-09|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|7.663083670195192e-05|7.614223918039897e-09|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|7.277436431252227e-09|7.493604847752522e-09|9.712624038371587e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|0.00782186072319746|4.1178935816788e-09|9.35051341910409e-11|4.934599395767236e-09|0.0030828656163066626|8.413698182607732e-09|9.270822332041462e-09|1.2431853324557096e-09|0.9834826588630676
salinas,0.926,0.963,0.963,30,v1,2527.918,3|4|5|6|11|20|30|34|35|37|38|60|80|82|93|95|99|107|108|109|110|111|112|130|133|148|151|152|153|166,6.485911807629918e-09|0.9997462034225464|0.9997297525405884|8.675216101039496e-09|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|7.663083670195192e-05|7.614223918039897e-09|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|7.277436431252227e-09|7.493604847752522e-09|9.712624038371587e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|0.00782186072319746|4.1178935816788e-09|9.35051341910409e-11|4.934599395767236e-09|0.0030828656163066626|8.413698182607732e-09|9.270822332041462e-09|1.2431853324557096e-09|8.221098468652599e-09|0.9834826588630676
salinas,0.913,0.952,0.952,15,v1,0.0,4|5|11|20|30|34|38|60|80|99|107|108|109|112|130,0.9997462034225464|0.9997297525405884|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|9.35051341910409e-11|4.934599395767236e-09
salinas,0.915,0.954,0.954,16,v1,0.0,4|5|11|20|30|34|38|60|80|95|99|107|108|109|112|130,0.9997462034225464|0.9997297525405884|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|9.712624038371587e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|9.35051341910409e-11|4.934599395767236e-09
salinas,0.919,0.957,0.957,17,v1,0.0,4|5|11|20|30|34|38|60|80|95|99|107|108|109|112|130|151,0.9997462034225464|0.9997297525405884|0.6882270574569702|0.9999139904975891|5.445215833788097e-09|8.911255067189927e-10|1.1342913275314004e-09|7.811582327121869e-05|9.048995996963072e-10|9.712624038371587e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015|4.993388369456397e-09|9.35051341910409e-11|4.934599395767236e-09|9.270822332041462e-09
salinas,0.854,0.898,0.898,5,v1,0.0,4|11|34|99|107,0.9997462034225464|0.6882270574569702|8.911255067189927e-10|3.055032060661489e-10|0.011142401024699211
salinas,0.856,0.9,0.9,6,v1,0.0,4|5|11|34|99|107,0.9997462034225464|0.9997297525405884|0.6882270574569702|8.911255067189927e-10|3.055032060661489e-10|0.011142401024699211
salinas,0.863,0.909,0.909,7,v1,0.0,4|5|11|34|99|107|108,0.9997462034225464|0.9997297525405884|0.6882270574569702|8.911255067189927e-10|3.055032060661489e-10|0.011142401024699211|0.6259748339653015
salinas,0.933,0.965,0.965,26,v2,0.0,5|13|17|18|30|31|37|40|55|68|72|80|81|82|88|93|97|103|111|112|117|137|152|156|164|165,0.0005736920866183937|0.0008257784065790474|0.954240620136261|0.0020308331586420536|0.0004638656973838806|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.047536831349134445|0.552028238773346|0.0021834922954440117|0.0005875482456758618|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0029948099981993437|0.0006702332757413387|0.0022248264867812395|0.0009107300429604948|0.008178381249308586|0.6647312045097351|0.0008374574827030301|0.11366663873195648|0.0014323792420327663|0.0005989791825413704
salinas,0.933,0.965,0.965,27,v2,0.0,5|13|17|18|30|31|37|40|52|55|68|72|80|81|82|88|93|97|103|111|112|117|137|152|156|164|165,0.0005736920866183937|0.0008257784065790474|0.954240620136261|0.0020308331586420536|0.0004638656973838806|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.0006218482740223408|0.047536831349134445|0.552028238773346|0.0021834922954440117|0.0005875482456758618|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0029948099981993437|0.0006702332757413387|0.0022248264867812395|0.0009107300429604948|0.008178381249308586|0.6647312045097351|0.0008374574827030301|0.11366663873195648|0.0014323792420327663|0.0005989791825413704
salinas,0.932,0.964,0.964,22,v2,0.0,5|13|17|18|31|37|40|55|68|72|80|81|82|88|93|97|111|112|137|152|156|165,0.0005736920866183937|0.0008257784065790474|0.954240620136261|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.047536831349134445|0.552028238773346|0.0021834922954440117|0.0005875482456758618|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0029948099981993437|0.0022248264867812395|0.0009107300429604948|0.6647312045097351|0.0008374574827030301|0.11366663873195648|0.0005989791825413704
